pedido_id;cliente_id;data_pedido;status;valor_total
996493;38818;05/05/2025 01:57;Confirmado;3800
147690;61968;6/22/2024 23:03;Confirmado;6891
744700;54084;9/27/2024 19:24;CANCELADO;1858
269792;88501;09/01/2023 05:30;Pending;1439
785349;95431;05/12/2024 14:22;Confirmado;2164
410987;67529;5/20/2025 0:57;Confirmado;3164
454572;26273;09/01/2023 16:24;Confirmado;6515
437646;94130;4/14/2025 0:03;Confirmado;4771
944083;56151;11/19/2024 6:03;Confirmado;501
730876;29791;02/01/2024 03:02;Confirmado;5764
194408;68171;04/05/2024 02:39;CANCELADO;1614
232360;71757;11/26/2023 0:24;Confirmado;8330
872251;36097;2/15/2024 3:16;Confirmado;1288
475513;74374;9/28/2023 18:16;Confirmado;3454
121355;61852;02/09/2024 20:24;Confirmado;2733
514408;53162;9/28/2023 3:49;Pending;4819
594074;58251;10/18/2023 14:19;Confirmado;1614
230039;66471;09/05/2024 00:41;Pending;5639
363426;13000;01/08/2024 17:16;Pending;1416
728668;53443;11/09/2023 16:36;Confirmado;1385
775570;27190;11/11/2023 16:00;CANCELADO;2507
719249;53332;02/03/2025 12:26;Pending;3838
435254;47938;08/12/2023 09:06;Confirmado;5536
614362;33160;10/09/2023 17:15;CANCELADO;4364
509530;73633;07/09/2024 04:16;Confirmado;2341
155957;98588;6/18/2025 18:01;CANCELADO;385
830513;89785;2/16/2025 6:57;CANCELADO;611
274525;81908;10/16/2023 14:07;Confirmado;1287
135691;75122;3/31/2025 3:06;Confirmado;4853
843389;87911;1/21/2025 18:05;Pending;251
846650;23045;03/10/2024 06:14;Confirmado;514
312894;47354;12/28/2023 11:56;Confirmado;7610
680701;81470;11/23/2023 3:08;Confirmado;1704
829532;64616;2/24/2025 0:48;CANCELADO;4942
927175;97930;6/16/2024 13:12;Confirmado;3217
933298;88982;9/15/2024 10:28;Confirmado;3572
517130;98802;3/18/2024 3:00;Confirmado;2174
303249;44839;05/01/2024 12:27;Confirmado;2004
841586;47778;3/27/2025 13:49;Confirmado;5673
662873;27787;02/10/2025 10:17;Confirmado;3721
283367;75928;10/02/2023 00:49;Pending;643
776805;40616;9/20/2023 20:27;Confirmado;1537
393057;52385;5/17/2025 21:36;Pending;5637
794130;13114;09/12/2024 05:52;Confirmado;720
413471;27809;10/14/2024 14:55;Confirmado;3164
111469;76143;4/16/2024 6:35;Confirmado;5274
378532;11610;2/28/2025 0:06;Confirmado;5594
785453;46433;05/12/2024 18:22;Confirmado;831
224953;43415;9/24/2023 20:35;Pending;789
321535;73075;01/10/2025 06:38;Confirmado;2818
629308;35476;8/19/2024 16:56;Confirmado;5216
569511;33694;4/20/2024 15:44;Confirmado;2344
160500;29787;06/02/2025 05:17;CANCELADO;5595
995509;98802;3/18/2025 23:06;CANCELADO;2164
844245;37986;02/03/2024 01:03;Confirmado;4294
519732;66299;8/13/2024 4:09;Confirmado;4731
557737;59317;03/12/2024 16:00;CANCELADO;1045
441569;13241;04/09/2024 21:24;Confirmado;1327
170398;10200;11/05/2023 03:52;Confirmado;4295
290555;81787;09/03/2023 05:46;Pending;5773
340300;96335;3/16/2025 21:35;Confirmado;4495
942173;27207;1/26/2025 18:18;Pending;1765
888730;10173;10/04/2023 05:35;Pending;2647
522322;78767;8/27/2024 17:05;CANCELADO;4412
521570;99218;12/28/2023 23:10;Confirmado;2903
807857;77512;5/25/2025 19:56;Confirmado;1544
306419;25824;11/06/2024 07:36;CANCELADO;199
865352;50424;6/23/2025 15:19;Confirmado;2482
411692;35799;06/09/2024 12:53;Confirmado;3584
133818;99548;07/09/2025 12:19;Pending;823
931987;40685;12/30/2024 5:25;Confirmado;6907
511384;92372;05/07/2024 21:46;Confirmado;6191
629106;48726;11/27/2024 23:26;CANCELADO;2771
707044;30161;3/29/2025 3:57;CANCELADO;2114
563930;64400;2/27/2025 12:50;Confirmado;2351
810812;48691;9/22/2024 1:32;Pending;8930
945143;94009;07/08/2025 10:43;Confirmado;2585
368493;98136;3/25/2024 21:31;Confirmado;7228
183835;22478;7/28/2025 16:01;Confirmado;5702
282039;91096;07/03/2025 07:58;Confirmado;3956
833245;70164;2/20/2025 4:19;Confirmado;2446
661865;27979;06/05/2025 00:57;Confirmado;3747
608529;44525;3/13/2024 14:41;CANCELADO;2751
975447;58268;8/24/2023 15:34;Confirmado;1908
507095;66383;08/03/2023 16:02;Confirmado;3352
748298;72806;8/28/2023 21:43;Confirmado;4480
815817;37975;05/09/2025 05:28;Confirmado;5730
179078;11434;12/02/2023 00:14;CANCELADO;3158
714094;70757;2/26/2025 22:33;CANCELADO;1031
297207;68413;10/21/2023 21:02;CANCELADO;6048
151490;77098;7/22/2025 1:22;CANCELADO;3786
925648;34278;12/28/2024 22:39;Confirmado;3955
229598;89266;5/13/2025 23:50;Confirmado;1003
943198;92918;6/24/2024 19:30;CANCELADO;1860
556717;63936;11/06/2024 01:18;Confirmado;3477
929328;13031;08/05/2024 04:34;Confirmado;738
962305;14887;9/17/2023 18:18;Confirmado;5676
230295;75861;8/24/2024 4:39;Confirmado;2413
160986;70687;4/26/2025 12:20;Confirmado;6358
290223;78527;3/22/2024 4:29;Confirmado;406
203788;66222;5/23/2025 10:39;Pending;1729
970709;20400;01/05/2024 06:11;Confirmado;3456
665080;90874;8/22/2023 8:46;Confirmado;3508
531084;59371;3/13/2025 15:27;CANCELADO;2814
336703;97055;10/01/2023 17:45;CANCELADO;2823
552721;12373;12/24/2024 16:10;Confirmado;876
141796;84347;1/15/2024 21:12;Confirmado;405
654732;42024;12/02/2024 11:25;Confirmado;3909
461859;91376;3/29/2024 13:57;Confirmado;2648
181153;72579;9/20/2023 12:42;Confirmado;2231
260761;48884;7/29/2023 19:25;Confirmado;5020
191086;56151;11/25/2024 22:31;Pending;2547
411311;45116;9/15/2024 21:37;Confirmado;1479
931733;91228;01/10/2024 01:48;Pending;1728
211356;79412;2/21/2025 1:50;CANCELADO;8798
195500;36678;12/09/2024 17:31;Confirmado;3420
780364;57719;7/15/2025 11:35;CANCELADO;140
275241;11322;9/19/2023 6:34;Pending;2039
292628;12414;4/15/2024 11:01;CANCELADO;945
756547;89482;10/29/2023 22:07;Pending;1993
535262;16992;01/04/2025 09:54;Confirmado;10136
263751;39424;5/27/2024 9:41;Confirmado;4794
992799;13241;11/16/2023 18:25;Confirmado;203
767875;24371;03/08/2024 08:47;Confirmado;4313
843062;95098;12/27/2023 3:22;CANCELADO;5153
458738;81374;10/19/2023 5:22;Confirmado;3861
427187;77077;3/17/2025 10:25;Confirmado;4613
988786;83729;4/16/2025 6:34;Pending;3797
918634;57858;10/15/2024 15:25;Pending;2208
781828;50030;9/26/2023 4:17;Confirmado;2640
750121;48653;8/22/2024 9:35;Confirmado;828
968673;14015;8/23/2023 23:09;Confirmado;1827
276528;20054;1/22/2024 7:52;Confirmado;2811
120756;73662;12/02/2024 06:54;Confirmado;2316
115501;47371;05/05/2025 23:51;Confirmado;2396
186529;32704;7/17/2025 5:24;Pending;5568
675200;74366;04/09/2024 08:41;Confirmado;3853
492110;19780;06/07/2024 17:13;Confirmado;652
969816;23245;05/11/2024 12:14;Confirmado;1723
864842;88294;03/10/2024 05:49;Pending;4862
353952;43711;10/28/2024 2:27;CANCELADO;304
662506;69481;05/05/2024 12:50;Pending;1777
500893;26401;12/24/2024 5:24;Confirmado;1233
751476;55162;1/31/2024 5:35;CANCELADO;2622
640840;33031;9/18/2023 17:11;Confirmado;6402
407235;48300;3/23/2024 21:43;Confirmado;2159
166403;98813;04/10/2024 17:18;Confirmado;6015
811221;19966;11/09/2023 01:53;CANCELADO;5407
521650;63603;12/20/2023 8:13;Confirmado;1508
596507;47664;11/15/2024 8:30;Confirmado;5971
164835;27103;4/19/2024 3:31;Confirmado;1673
433045;70206;4/25/2024 1:46;Confirmado;558
932458;19780;1/14/2024 14:19;Confirmado;5876
494447;78527;12/14/2023 13:27;Confirmado;3930
126996;27190;05/01/2024 02:15;CANCELADO;6221
539587;42320;2/24/2024 22:44;Confirmado;3125
590168;38669;04/10/2025 04:39;Confirmado;445
349937;53347;02/01/2025 17:14;Confirmado;2833
759904;36264;12/24/2023 22:51;Confirmado;2264
779522;54274;11/26/2024 11:38;Confirmado;2010
163017;55948;6/15/2024 15:43;Pending;2597
271894;78405;12/06/2023 16:51;Confirmado;1184
434946;55756;5/29/2025 5:59;Confirmado;3994
351611;19669;4/26/2024 22:47;Confirmado;639
549510;13195;4/25/2025 22:11;CANCELADO;2518
217693;63505;04/04/2024 15:20;Pending;2750
494084;22909;03/02/2024 11:14;Confirmado;3212
103185;73667;06/02/2024 21:14;Confirmado;2021
348324;99495;11/17/2023 4:58;Confirmado;4446
727722;22270;4/30/2025 16:15;Confirmado;973
133667;49968;03/04/2024 17:50;Pending;8295
100485;37072;9/24/2023 11:30;CANCELADO;4046
181838;59857;6/19/2024 15:00;Confirmado;2396
159234;86591;6/21/2024 2:53;CANCELADO;440
300131;53482;8/15/2023 20:51;CANCELADO;111
360322;15743;11/03/2024 21:15;CANCELADO;1359
912089;54728;11/24/2024 10:33;Confirmado;1100
876907;89900;3/26/2025 15:23;CANCELADO;2619
305570;41906;03/07/2024 05:47;Confirmado;5580
771016;30054;6/26/2024 17:13;Confirmado;1469
600243;94091;3/26/2024 23:11;Confirmado;4400
152464;48726;5/15/2025 5:32;CANCELADO;2006
838709;98374;6/26/2025 3:30;Pending;947
495949;21569;06/02/2025 10:39;Confirmado;132
879053;46433;07/12/2025 22:29;CANCELADO;174
512679;20587;7/18/2025 14:25;Confirmado;1743
129465;61863;6/13/2024 3:03;Confirmado;1846
149228;73702;9/17/2023 7:40;Confirmado;3648
438181;25970;2/13/2024 19:48;Confirmado;846
281526;53894;06/10/2025 03:20;Confirmado;5137
745960;41319;06/02/2024 13:52;Pending;5185
683274;27741;11/18/2024 9:25;Pending;2921
647235;73662;6/22/2025 12:50;Confirmado;236
147348;77512;3/21/2024 14:51;Confirmado;3932
213602;88562;08/01/2023 04:31;Confirmado;2156
392230;14727;4/29/2025 10:24;Confirmado;3923
885980;28344;1/29/2024 5:58;Confirmado;2112
405187;58389;6/29/2024 18:27;Confirmado;4920
771551;43711;05/07/2024 11:36;Pending;2276
240009;26265;11/28/2024 4:50;Confirmado;3920
275948;45965;10/22/2023 1:35;CANCELADO;1794
935515;92929;3/17/2025 21:58;Pending;5566
339801;25875;06/01/2024 18:30;Confirmado;5080
330189;36051;9/22/2024 8:22;Confirmado;5848
333902;52897;11/20/2024 16:20;CANCELADO;2988
383063;91135;1/26/2024 10:46;Confirmado;566
200160;44273;08/11/2024 23:57;Confirmado;4393
430736;34064;01/10/2024 13:42;Confirmado;5811
381612;14110;04/02/2024 14:56;Confirmado;3047
942744;71757;1/31/2024 8:30;Confirmado;1834
889135;53894;2/13/2024 12:34;Confirmado;5874
598717;78605;12/27/2024 17:16;CANCELADO;2787
841384;41431;07/11/2025 08:00;Confirmado;3778
775263;71596;2/22/2024 0:35;CANCELADO;3255
906866;64616;10/05/2024 15:09;CANCELADO;5445
990025;15626;11/28/2024 10:14;Confirmado;3678
331893;81143;2/15/2024 7:32;Confirmado;1535
424707;20204;04/08/2024 12:56;Pending;3855
652831;16103;08/07/2023 12:32;Confirmado;2805
658955;72741;11/25/2023 18:29;Confirmado;290
525136;97175;7/18/2024 21:49;Pending;3764
975222;21433;12/16/2024 16:06;Confirmado;1224
108779;33031;1/31/2024 16:11;CANCELADO;3171
570198;23245;10/10/2024 08:34;Confirmado;1139
692020;20585;10/29/2023 8:23;Confirmado;4066
862255;42320;11/29/2024 8:23;Confirmado;8054
873251;13014;11/06/2023 03:38;Confirmado;1395
989928;35538;05/10/2025 20:12;Confirmado;6829
489278;71757;3/15/2025 10:02;Confirmado;1076
525137;42901;10/12/2023 07:06;Confirmado;4458
374090;20054;10/15/2023 6:14;Confirmado;1704
762436;63639;2/17/2024 3:22;Confirmado;1018
272955;27295;10/25/2023 17:38;Pending;1892
452588;26391;2/24/2025 0:46;CANCELADO;8491
383945;97281;12/15/2024 18:04;Confirmado;928
806437;97930;09/09/2023 01:32;Pending;3669
170757;64251;10/07/2023 21:08;CANCELADO;2228
124958;31293;4/16/2025 3:49;CANCELADO;6342
159019;73931;3/21/2024 22:42;Confirmado;2616
903562;76176;08/11/2023 19:26;CANCELADO;5592
148941;96002;7/21/2024 23:11;Confirmado;7358
673375;72965;7/16/2025 9:55;Pending;269
170568;91108;12/30/2024 18:57;CANCELADO;3400
666540;78406;05/12/2024 01:32;Confirmado;2358
517718;25057;04/05/2024 18:07;Confirmado;2211
367453;45947;6/23/2024 18:22;Confirmado;1834
546239;92232;09/09/2023 10:24;Confirmado;3886
722125;92557;1/23/2025 7:30;Confirmado;8044
388905;40085;11/12/2023 06:17;Confirmado;1490
675408;46524;12/09/2023 05:29;Confirmado;1451
874191;37959;2/28/2025 17:24;Confirmado;5228
193979;37956;1/31/2024 9:57;Confirmado;6346
767318;62829;1/14/2025 8:17;Confirmado;1848
399341;67928;09/03/2023 06:44;Confirmado;663
886099;81809;04/11/2025 16:16;CANCELADO;4184
919278;81678;7/18/2025 2:18;Confirmado;1963
168479;40486;7/16/2025 3:53;Confirmado;3092
896487;29787;02/09/2024 06:45;Confirmado;527
747009;23863;6/16/2025 12:32;Confirmado;711
309184;89472;10/31/2023 9:01;Confirmado;5840
640631;42104;11/06/2024 19:16;Confirmado;610
843359;78456;11/05/2024 20:51;Confirmado;1958
523876;34699;2/14/2024 23:46;Confirmado;4478
420594;54932;6/20/2024 23:54;Confirmado;1841
460551;95494;12/29/2023 12:27;CANCELADO;3543
604387;30663;08/01/2024 06:37;Confirmado;7524
848971;81137;07/02/2024 03:20;CANCELADO;2670
882722;13014;1/27/2024 2:08;Confirmado;749
583167;21160;6/20/2024 19:29;Confirmado;4764
879865;53199;2/20/2025 11:40;Confirmado;3261
458746;34278;7/16/2025 11:36;Confirmado;2828
583164;28614;09/03/2023 04:45;Confirmado;5129
471113;84347;12/16/2023 3:16;CANCELADO;2800
478710;70757;11/17/2024 4:45;Confirmado;763
882014;86591;3/28/2024 10:37;Pending;5678
267970;29000;05/06/2025 00:42;Confirmado;5039
717373;65868;11/03/2024 23:36;Confirmado;5090
543061;27742;1/30/2024 21:09;Confirmado;3287
489560;88700;7/24/2025 3:42;Confirmado;464
446627;69481;5/29/2025 6:36;Confirmado;2774
503581;26013;8/28/2024 7:53;Confirmado;1543
183591;82433;7/31/2023 3:24;Confirmado;874
591402;73075;09/01/2023 16:49;Confirmado;1675
663681;41803;12/07/2024 19:56;Confirmado;1132
140691;13000;11/09/2023 00:11;Confirmado;2560
875433;11642;04/09/2024 15:26;Pending;5472
213349;37263;08/04/2024 00:26;Confirmado;6392
350319;63401;01/08/2024 18:53;Confirmado;6312
846926;67928;04/08/2024 07:32;Confirmado;4611
561837;62424;03/06/2025 21:22;Confirmado;138
850525;30068;1/18/2024 5:45;Pending;1548
327209;32917;11/02/2024 22:20;Pending;2253
356983;47938;1/26/2024 15:06;Confirmado;938
642638;88013;5/15/2024 1:08;Confirmado;2871
659487;28344;8/15/2024 9:55;Confirmado;2752
259257;51603;5/28/2024 20:49;CANCELADO;3575
692637;52021;6/17/2025 16:01;CANCELADO;4322
937813;59594;7/23/2024 0:29;Confirmado;2157
790406;40616;11/27/2024 9:44;Confirmado;2635
937484;75620;2/14/2024 2:57;Confirmado;1579
845958;54158;05/12/2024 07:19;Pending;6612
531622;15743;12/03/2024 15:27;CANCELADO;1651
379577;82286;11/30/2023 14:36;Pending;1456
379945;74374;1/28/2024 18:35;Confirmado;1147
876703;36220;02/02/2024 20:47;Confirmado;3055
572804;43833;8/25/2023 0:18;Confirmado;1967
861152;65579;12/13/2023 13:44;CANCELADO;3504
394690;19669;10/09/2023 12:49;Confirmado;2981
124685;14702;06/06/2024 20:23;Pending;2373
153193;22400;8/28/2024 18:23;CANCELADO;4981
198508;70484;4/18/2024 1:54;Confirmado;1814
795572;32272;02/08/2025 16:05;Pending;4378
921923;33914;11/29/2024 18:37;CANCELADO;3687
604347;93944;1/17/2024 11:34;CANCELADO;4249
157745;75096;12/24/2023 2:13;Confirmado;2051
378467;42958;12/28/2024 2:34;CANCELADO;4259
416597;32273;02/11/2025 05:25;Confirmado;5910
128749;59371;4/19/2024 8:06;Confirmado;3254
242354;24565;7/29/2024 23:49;Pending;2105
310203;69650;6/13/2025 1:49;Confirmado;2281
899988;10780;08/02/2024 12:52;Pending;1387
373540;36281;7/16/2025 4:18;Confirmado;1573
417566;74424;05/03/2025 18:31;Confirmado;6425
251882;67377;5/16/2025 13:46;CANCELADO;3057
366486;34984;12/25/2024 1:04;Confirmado;5373
845117;72829;05/11/2025 20:56;Pending;1608
142324;13973;6/20/2024 0:27;Confirmado;14
997773;60499;3/21/2024 2:46;Confirmado;6381
495632;92372;6/25/2025 16:16;Confirmado;4155
509320;34278;02/02/2024 15:03;Confirmado;2579
367831;77160;06/11/2024 10:20;Confirmado;3908
629774;66222;9/25/2024 19:01;Pending;2821
359196;48919;12/28/2023 7:23;Confirmado;4507
482897;25824;8/31/2023 21:38;Confirmado;1462
723839;50424;12/31/2024 11:54;Confirmado;3960
342032;47701;12/09/2024 21:59;Pending;4180
114247;79499;8/18/2024 18:33;CANCELADO;3216
225371;82281;12/01/2024 18:36;Confirmado;4168
219549;74416;01/02/2025 09:47;Confirmado;7995
779909;66664;04/03/2024 22:00;CANCELADO;2664
865628;89266;02/09/2025 11:42;CANCELADO;1000
310729;86636;2/17/2024 2:40;Confirmado;6184
103568;56080;12/05/2024 01:19;Confirmado;823
511667;49974;03/01/2024 18:18;Confirmado;2819
305171;72965;03/01/2024 00:34;Pending;1355
413766;28731;8/26/2024 17:59;Confirmado;6139
806309;80020;4/24/2024 23:06;Confirmado;4202
776213;22464;3/23/2025 5:35;Confirmado;5553
547147;42912;1/23/2024 21:07;Confirmado;6090
631457;61863;2/14/2024 0:59;Confirmado;3965
351480;36467;04/11/2025 07:26;Confirmado;2922
402619;37624;8/15/2023 13:11;Confirmado;1907
550265;82387;5/28/2025 20:00;Confirmado;5966
645107;95792;05/08/2025 18:40;Confirmado;1428
583258;31179;8/16/2023 7:25;Confirmado;2708
540728;73662;10/13/2024 8:04;CANCELADO;709
198479;61885;12/14/2023 22:34;Confirmado;2754
519179;79255;12/04/2023 15:59;CANCELADO;6966
765035;19323;3/17/2025 22:24;Confirmado;2842
899796;66805;10/04/2024 06:23;Confirmado;3424
765808;22270;8/19/2023 4:08;Confirmado;6902
214094;42643;03/02/2025 04:27;CANCELADO;630
605133;49170;12/12/2023 10:04;Confirmado;5139
207157;85540;5/19/2025 7:38;Confirmado;251
829315;80839;9/29/2023 4:25;CANCELADO;3299
321111;11352;5/28/2024 3:36;Confirmado;3618
288274;51916;10/15/2023 7:41;Pending;3003
947205;30068;07/01/2024 15:41;Confirmado;3943
302494;22415;4/30/2025 1:49;Pending;10573
624023;90471;1/13/2025 10:31;CANCELADO;6129
370787;29396;4/16/2025 14:40;Pending;2210
846343;62413;10/12/2024 00:53;Confirmado;1493
821694;77201;10/31/2023 23:31;CANCELADO;2153
620648;27919;02/10/2025 22:11;Confirmado;915
615996;10956;06/11/2024 15:08;Confirmado;331
697773;74416;6/14/2024 9:10;Confirmado;2200
274083;62629;9/29/2024 4:07;Confirmado;4265
999431;30854;2/14/2024 3:16;CANCELADO;1471
914919;66383;7/20/2025 14:59;Confirmado;2742
587737;65015;8/20/2023 18:01;Confirmado;2589
706928;72965;11/08/2023 16:02;Confirmado;5296
512953;69546;1/17/2025 23:57;Confirmado;2541
174047;21469;8/20/2024 13:30;Confirmado;1598
245613;77082;9/27/2024 21:57;Confirmado;8054
887659;58199;4/23/2025 2:06;Confirmado;945
237244;53618;3/19/2025 11:37;Confirmado;1086
288007;54532;10/06/2023 10:42;Confirmado;238
843402;28042;09/02/2024 07:53;Confirmado;3611
670232;70484;03/08/2025 02:18;CANCELADO;5225
383684;99953;1/31/2024 20:17;Confirmado;4378
328751;52021;07/06/2025 17:03;Confirmado;449
579485;50816;06/10/2024 12:26;Confirmado;1990
935712;22478;12/27/2023 15:49;Confirmado;1875
985173;13549;10/31/2024 2:18;Confirmado;1938
694434;49807;03/03/2025 18:03;CANCELADO;5099
534515;32125;6/21/2025 9:06;CANCELADO;6504
572357;47991;2/22/2024 15:27;Confirmado;2639
408669;34509;04/04/2024 18:11;Confirmado;1264
257212;94310;9/23/2023 12:20;Pending;5246
819788;47320;12/27/2023 18:01;Pending;5282
357826;66382;03/03/2024 01:58;Confirmado;1629
287075;98858;9/19/2023 19:19;Confirmado;1660
510890;72527;1/13/2025 2:18;Confirmado;3572
713494;32349;2/16/2025 4:16;Confirmado;3805
103977;82537;2/14/2025 0:57;CANCELADO;2387
860484;56680;3/28/2024 23:44;Confirmado;3305
339269;39994;5/29/2025 20:30;Confirmado;3125
301238;29846;04/07/2025 23:06;Confirmado;1216
477570;52878;04/03/2024 12:14;Confirmado;3251
791252;66383;3/17/2024 8:40;Confirmado;2670
752699;15280;07/08/2024 13:35;Confirmado;616
255786;61689;10/22/2023 13:06;Confirmado;1138
740705;43728;03/10/2025 05:20;CANCELADO;5199
433069;91784;8/26/2024 15:42;Pending;4595
532501;96825;4/30/2024 22:51;Confirmado;2810
356173;25824;10/01/2023 22:22;Pending;2571
480473;73667;12/29/2024 5:17;Confirmado;3899
766902;91095;11/29/2023 5:01;CANCELADO;1126
327844;66703;02/12/2024 08:22;Confirmado;4859
390596;37665;4/19/2025 8:05;Confirmado;5443
274128;78086;07/06/2024 10:33;Confirmado;535
966915;91582;2/19/2024 13:17;Confirmado;4012
979892;79255;02/07/2025 04:54;CANCELADO;2076
921352;89785;06/08/2025 13:10;CANCELADO;4016
696875;41854;03/02/2024 08:58;Pending;2769
947021;84855;09/10/2024 04:20;Pending;3235
666334;21319;12/13/2024 20:44;Confirmado;2159
807275;88738;10/08/2023 02:59;CANCELADO;5219
864628;48788;3/13/2024 17:54;Confirmado;2581
663708;66958;4/30/2024 12:08;CANCELADO;1983
114642;19780;07/03/2025 20:52;Confirmado;1252
955299;82073;2/27/2025 19:14;CANCELADO;2050
910302;21319;1/21/2025 23:40;Confirmado;4286
800394;46136;4/26/2025 1:21;Confirmado;646
663332;67292;10/12/2024 23:07;Confirmado;4592
661770;15743;10/14/2023 12:42;Confirmado;3645
854177;33562;04/10/2025 00:24;Confirmado;455
418737;14334;8/13/2023 8:37;Confirmado;2867
601727;37487;12/23/2024 20:57;CANCELADO;1156
114443;37808;12/26/2024 15:25;Confirmado;5916
106835;81374;12/19/2024 1:05;CANCELADO;5026
672746;94930;8/16/2023 3:05;Confirmado;1227
444371;58115;06/11/2024 04:34;CANCELADO;4647
660282;76162;10/26/2023 23:24;CANCELADO;1494
912553;55756;11/10/2024 22:43;CANCELADO;3318
301475;21466;8/27/2023 22:35;Confirmado;353
282120;43382;11/26/2023 17:11;Confirmado;4802
987507;43341;02/12/2025 15:47;CANCELADO;3292
487069;75387;3/19/2024 17:53;CANCELADO;2518
654447;78405;12/04/2023 10:44;Confirmado;3583
699804;96598;11/25/2024 22:13;Pending;1195
726337;63401;4/20/2024 7:57;CANCELADO;2411
825765;98559;01/10/2024 15:57;Confirmado;512
308553;76762;9/20/2024 18:58;Pending;901
248922;42901;11/13/2024 7:36;Pending;505
895229;47045;9/26/2024 16:37;Confirmado;1751
427721;47332;03/04/2025 22:07;Confirmado;79
806278;95792;10/18/2023 7:07;Confirmado;1103
321909;11322;6/17/2024 0:03;CANCELADO;4018
569807;28098;3/16/2025 0:45;Pending;4503
941933;96149;09/03/2023 18:51;Confirmado;2096
664652;65015;7/31/2024 21:18;Confirmado;7239
181174;93944;04/06/2024 18:44;Confirmado;6028
884559;82451;02/01/2025 01:53;Confirmado;2400
507477;51216;07/10/2024 04:11;CANCELADO;263
534437;82045;3/20/2024 22:37;Confirmado;882
472394;75648;02/02/2025 12:23;Confirmado;4351
916945;74374;1/24/2024 8:22;Confirmado;1159
840052;21339;6/28/2025 12:00;Confirmado;5510
605297;51537;09/12/2023 13:50;Confirmado;1805
275980;71128;05/10/2024 04:19;Confirmado;1208
127794;28042;8/21/2023 2:54;CANCELADO;310
940108;94151;11/08/2023 11:28;Pending;3689
682362;33272;3/17/2024 23:55;Confirmado;4595
685264;98374;2/24/2024 10:55;Confirmado;2233
245018;55689;4/20/2024 10:55;Confirmado;2129
321150;81849;04/01/2024 18:33;Confirmado;2633
128345;79499;02/09/2025 22:02;Confirmado;2826
495911;41132;12/17/2024 9:10;CANCELADO;2017
916406;68134;1/31/2025 17:17;Confirmado;751
780449;49170;3/25/2025 12:41;Pending;4142
204091;44004;3/14/2025 21:16;Pending;1245
890909;10354;03/07/2024 16:26;Confirmado;1561
527486;39424;3/18/2024 10:15;Confirmado;2376
777709;24759;03/04/2024 02:40;Confirmado;8237
449990;21160;11/21/2024 8:38;Confirmado;3772
952563;12373;7/15/2024 21:17;Confirmado;2671
270206;49170;09/12/2023 03:36;Confirmado;3502
313575;34540;12/31/2023 14:01;Confirmado;314
153578;45947;10/29/2023 23:22;CANCELADO;3495
438013;22464;1/28/2025 3:30;Pending;875
824047;30398;12/26/2024 14:26;Confirmado;7476
719638;98588;06/01/2025 12:45;Confirmado;3502
391872;13000;2/21/2025 6:38;Pending;3716
627611;81809;04/07/2024 20:39;Confirmado;789
496937;73890;5/24/2024 1:30;Confirmado;4533
371929;18491;07/01/2024 05:35;Confirmado;2074
460683;63822;02/08/2024 16:39;Confirmado;2449
942219;32349;1/24/2025 20:48;Confirmado;26
809913;87265;10/24/2024 19:42;Confirmado;111
801217;57805;1/31/2025 2:34;Confirmado;1242
105841;47371;07/08/2025 23:16;Pending;2446
218749;91376;03/12/2025 18:24;Confirmado;1751
569728;46848;10/19/2023 15:11;Confirmado;5427
697596;22464;03/02/2025 20:39;Pending;2779
674218;14439;01/12/2025 00:44;Confirmado;769
453786;94424;01/03/2025 21:24;Confirmado;1687
882424;90611;05/05/2025 19:51;Pending;2440
245087;51954;06/03/2025 05:31;Confirmado;2010
166006;93762;08/09/2023 06:46;Confirmado;9355
130930;35177;02/10/2025 12:13;Pending;5722
436200;29660;4/27/2024 19:59;Confirmado;3751
287245;18543;10/25/2024 13:15;Confirmado;1497
282604;85278;05/10/2024 13:45;Pending;888
438052;14362;1/20/2024 14:50;Confirmado;4069
934854;78405;01/07/2025 20:28;Confirmado;125
252912;85489;3/19/2024 8:23;Confirmado;4437
191472;92304;08/04/2023 20:22;Confirmado;4490
125891;44936;4/23/2025 1:15;Pending;1211
796256;21469;6/16/2024 7:35;Pending;363
327625;95920;6/26/2025 19:34;Confirmado;3513
615155;31667;1/17/2025 1:04;Confirmado;2605
642337;67529;12/27/2023 3:02;Confirmado;3054
600346;62542;1/26/2024 18:01;CANCELADO;4583
588801;72197;01/10/2025 03:12;Confirmado;3327
427000;97320;8/30/2024 0:58;Confirmado;4341
331925;89424;2/13/2025 4:59;Confirmado;6825
380493;37665;5/23/2025 9:35;Confirmado;6512
162471;54084;4/14/2025 17:06;Confirmado;3156
935669;30854;06/01/2024 02:29;Confirmado;5218
671945;79234;7/24/2024 13:02;Confirmado;2643
296105;41010;10/30/2024 23:28;CANCELADO;3317
828307;94091;05/12/2025 18:34;Confirmado;4072
726562;60542;1/26/2025 22:33;CANCELADO;4380
144658;68893;10/03/2024 17:51;CANCELADO;1571
554870;89266;12/29/2024 13:20;Confirmado;297
709579;74424;10/10/2024 04:08;CANCELADO;4080
868196;68891;1/22/2025 0:37;Confirmado;5861
689330;78701;07/04/2025 05:57;Confirmado;1992
668737;88562;01/02/2024 19:39;Confirmado;3058
572458;44273;06/03/2025 18:46;CANCELADO;1023
688437;35057;07/07/2024 10:22;Confirmado;2000
